city;coordinateNumber;nameImpurity;1April;2April;3April;4April;5April;6April;8April;9April;10April;11April;12April;13April;15April;16April;17April;18April;19April;20April;22April;23April;24April;25April;26April;27April;29April;30April
Одеса;4643080;Сажа;0,061;0,075;0,064;0,067;0,065;0,063;0,044;0,046;0,045;0,045;0,051;0,05;0,064;0,058;0,055;0,054;0,056;0,028;0,041666667;0,036666667;0,055;0,055;0,033333333;0,055;0,036666667;0,031666667
Одеса;4643080;Фтористий водень;0,00314;0,00335;0,00326;0,00379;0,00306;0,00298;0,00487;0,00367;0,00342;0,00288;0,00455;0,00419;0,00421;0,00309;0,0033;0,00447;0,00304;0,00272;0,003216667;0,004516667;0,0062;0,003966667;0,004783333;0,00575;0,0045;0,003533333
Одеса;4643080;Формальдегiд;0,008326667;0,010206667;0,009053333;0,00844;0,008113333;0,007766667;0,007826667;0,008586667;0,00704;0,006873333;0,007493333;0,00708;0,010533333;0,011366667;0,009566667;0,008473333;0,008893333;0,00686;0,008709091;0,008181818;0,008654545;0,008954545;0,007972727;0,008;0,012245455;0,013718182
Полтава;4963460;Завислі речовини;0,3875;0,5875;0,475;0,45;0,3375;0,25;0,3375;0,275;0,2125;0,2125;0,1125;0,1375;0,15;0,175;0,0875;0,0875;0,1125;0,0875;0,0875;0,15;0,0875;0,075;0,1125;0,1125;0,1375;0,125
Полтава;4963460;Дiоксид сiрки;0,001;0,00225;0,00125;0,00225;0,00225;0,002;0,002333333;0,0015;0,00225;0,00275;0,002;0,002;0,002;0,002;0,002;0,0025;0,00175;0,00225;0,001666667;0,00175;0,0025;0,001;0,00125;0,00125;0,001666667;0,00175
Полтава;4963460;Сульфати;0,01;0,005;0,005;0;0,005;0;0,005;0;0;0;0,005;0;0;0,005;0;0;0,005;0;0;0;0,005;0,005;0,005;0;0;0
Полтава;4963460;Оксид вуглецю;0,888888889;0,777777778;1,444444444;2;1,666666667;1,75;2;2;2,222222222;1,333333333;1,444444444;1,25;1,111111111;1,777777778;0,666666667;0,888888889;1,111111111;1,5;1,555555556;0,888888889;1,333333333;1,555555556;1,222222222;1,125;1,222222222;1,333333333
Полтава;4963460;Дiоксид азоту;0,038333333;0,039375;0,04;0,035;0,039375;0,054375;0,061666667;0,048125;0,039375;0,04625;0,046875;0,04125;0,035833333;0,02875;0,035;0,0425;0,031875;0,026875;0,033333333;0,035625;0,03125;0,031875;0,033125;0,03375;0,031666667;0,0375
Полтава;4963460;Оксид азоту;0,023333333;0,025;0,0275;0,0175;0,0175;0,0325;0,033333333;0,03;0,02;0,03;0,025;0,015;0,016666667;0,0175;0,0275;0,025;0,01;0,0125;0,016666667;0,015;0,0175;0,0125;0,015;0,02;0,016666667;0,025
Полтава;4963460;Фтористий водень;0,002833333;0,0025;0,003125;0,001375;0,002125;0,00425;0,0035;0,00225;0,002125;0,004375;0,002875;0,00275;0,002833333;0,002625;0,00225;0,00275;0,001375;0,001125;0,002666667;0,0015;0,00125;0,001875;0,002;0,001125;0,001833333;0,00175
Полтава;4963460;Хлористий водень;0,033333333;0,03;0,04;0,02;0,035;0,045;0,046666667;0,05;0,03;0,045;0,04;0,035;0,02;0,02;0,025;0,025;0,015;0,015;0,026666667;0,015;0,015;0,015;0,025;0,025;0,033333333;0,02
Полтава;4963460;Амiак;0,016666667;0,0125;0,015;0,0125;0,015;0,015;0,02;0,0125;0,0125;0,0125;0,0225;0,015;0,013333333;0,0175;0,01;0,0175;0,0075;0,005;0,013333333;0,0125;0,01;0,015;0,01;0,0125;0,016666667;0,0125
Полтава;4963460;Формальдегiд;0,007444444;0,005833333;0,007583333;0,006583333;0,007416667;0,01025;0,012888889;0,01025;0,010333333;0,011916667;0,010416667;0,006416667;0,008333333;0,006583333;0,007083333;0,011083333;0,003;0,00225;0,005;0,003;0,004333333;0,005166667;0,00375;0,003;0,005777778;0,005083333
Кременчук;4813330;Завислі речовини;0,23125;0,215;0,10875;0,1425;0,1425;0,145;0,24375;0,2625;0,28;0,22125;0,16375;0,125;0,116666667;0,121666667;0,121666667;0,105;0,093333333;0,133333333;0,236666667;0,138333333;0,23;0,305;0,228333333;0,075;0,1725;0,12125
Кременчук;4813330;Дiоксид сiрки;0,00889375;0,0096625;0,0105625;0,00831875;0,00730625;0,0068;0,0083125;0,00885;0,0095125;0,01143125;0,0076875;0,0066625;0,0064;0,006133333;0,007883333;0,008616667;0,006616667;0,006491667;0,004808333;0,005966667;0,006325;0,007425;0,007291667;0,00475;0,006933333;0,00770625
Кременчук;4813330;Сульфати;0,01;0,005;0;0,005;0,01;0,005;0,005;0,01;0,015;0,01;0,005;0,01;0;0,01;0,005;0;0,005;0,005;0;0,005;0,005;0,01;0;0,005;0,01;0
Кременчук;4813330;Оксид вуглецю;0,5125;0,4125;0,3875;0,375;0,575;0,6;0,9375;0,8625;0,9375;0,8875;0,65;0,625;0,633333333;0,65;0,6;0,966666667;0,633333333;0,516666667;0,483333333;0,583333333;0,533333333;0,966666667;0,716666667;0,533333333;0,5875;0,65
Кременчук;4813330;Дiоксид азоту;0,03950625;0,04759375;0,04611875;0,03925625;0,0341125;0,02944375;0,03466875;0,04096875;0,05481875;0,05870625;0,03688125;0,02173125;0,029416667;0,030625;0,039891667;0,0467;0,034666667;0,030166667;0,0327;0,033983333;0,030908333;0,03815;0,035008333;0,020283333;0,03164;0,04245
Кременчук;4813330;Оксид азоту;0,017875;0,044275;0,0274;0,0184;0,014825;0,0189;0,022275;0,0281;0,029475;0,02125;0,015925;0,015275;0,0192;0,0259;0,032425;0,0388;0,026425;0,012025;0,022075;0,031475;0,023675;0,02715;0,0278;0,016525;0,020275;0,02405
Кременчук;4813330;Фенол;0,001158333;0,001125;0,000691667;0,002975;0,000333333;0,000575;0,001366667;0,0013;0,001708333;0,000583333;0,000483333;0,002158333;0,0011375;0,0004375;0,0036375;0,003575;0,0015375;0,0005375;0,001;0,0024375;0,00245;0,0021375;0,0013;0,000525;0,000445455;0,001016667
Кременчук;4813330;Сажа;0,009375;0,010775;0,00265;0,005275;0,00385;0,003975;0,0167;0,016975;0,017025;0,013325;0,00135;0,002625;0,00535;0,00545;0,002675;0,005375;0,00265;0,00915;0,00395;0,002625;0,002725;0,0094;0,00805;0,002625;0,0065;0,002625
Кременчук;4813330;Амiак;0,004875;0,006825;0,0037;0,0008;0,001825;0,005425;0,00345;0,0043;0,007675;0,001725;0,00505;0,00095;0,002375;0,0016;0,005025;0,004075;0,002925;0,001275;0,003325;0,004225;0,001725;0,005575;0,007475;0,0052;0,0019;0,008875
Кременчук;4813330;Формальдегiд;0,00558;0,00757;0,00585;0,00384;0,0041;0,0043;0,00681;0,01334;0,00988;0,01403;0,0086;0,00537;0,0082125;0,01075;0,0103;0,009225;0,00765;0,0064;0,0074875;0,0068875;0,0072125;0,01165;0,0107875;0,0078625;0,0063;0,00892
Рівне;5062620;Завислі речовини;0,168366667;0,222575;0,107825;0,105425;0,1193;0,141866667;0,227583333;0,136366667;0,1455;0,088333333;0,0107;0,2127;0,1179;0,1201;0,053366667;0,0178;0,1054;0,069466667;0,0527;0;0,234266667;0,232533333;0,1771;0,089666667;0;0,0351
Рівне;5062620;Дiоксид сiрки;0,011966667;0,000241667;0;0,00035;0,0004875;0,000981818;0,000808333;0,002366667;0,002358333;0,001816667;0,0011;0;0,000366667;0,001258333;0,0006;0,000533333;0,001308333;0;0;0;0,0006;0;0,0005;0,002058333;0,002766667;0
Рівне;5062620;Оксид вуглецю;0,845;0,926666667;0,895;0,99;1,01175;1,183333333;1,033333333;1,248333333;1,083333333;0,886666667;0,736666667;0,626666667;0,68;0,885;1,093333333;0,953333333;0,886666667;0,83;0,87;1;0,998333333;1,146666667;1,121666667;3,156666667;1,068333333;1,186666667
Рівне;5062620;Дiоксид азоту;0,016733333;0,012491667;0,0012625;0,005875;0,021425;0,045927273;0,042241667;0,05575;0,020725;0,013458333;0,031175;0,041041667;0,0358;0,031333333;0,049283333;0,039008333;0,034325;0,061675;0,034825;0,035891667;0,042075;0,025358333;0,051275;0,053033333;0,061583333;0,039416667
Рівне;5062620;Оксид азоту;0,044233333;0,02895;0,019866667;0,02325;0,0169;0,037777778;0,050177778;0,03703;0,01553;0,02892;0,01924;0,00972;0,011155556;0,02153;0,02416;0,01768;0,03974;0,04307;0,041322222;0,02877;0,01402;0,01006;0,01598;0,02728;0,042055556;0,02786
Рівне;5062620;Сiрководень;0,004185714;0,0026125;0,002725;0,001925;0;0,006671429;0,007457143;0,006775;0,0014625;0,000825;0,0012125;0,00095;0;0;0;0,0004125;0,000625;0,00085;0;0,0009625;0,000825;0,0004125;0;0,001225;0;0,0021875
Рівне;5062620;Фенол;0,00361;0,00481;0,003733333;0,001316667;0,000466667;0,000377778;0,00364;0,00374;0;0,00052;0,00093;0,0008;0,00292;0,0023;0;0,00405;0,00747;0,00393;0,00291;0,00143;0,00079;0,00028;0,00062;0,00042;0;0
Рівне;5062620;Фтористий водень;0,002814286;0,0002625;0,002066667;0,003033333;0;0,00555;0,0042;0;0,0005625;0,0014875;0;0,0013375;0,004971429;0,0025375;0,0004;0,004325;0,0059375;0,0049125;0,004585714;0,000675;0,0011625;0,000775;0,0025625;0,009775;0,004942857;0,00085
Рівне;5062620;Хлористий водень;0,0398875;0,052575;0,043083333;0,04585;0,024733333;0,0615625;0,0553375;0;0,0489875;0,078775;0,0606;0,0848125;0,0984625;0,1371125;0,092675;0,070575;0,1012;0,0544125;0,0382;0,029625;0,0938125;0,044375;0,0596375;0,0481;0;0,0213875
Рівне;5062620;Амiак;0;0;null;null;null;0;0;0;0;0;0,00245;0,009525;0;0;0;0,00955;0,0025;0,003;0;0;0;0;0;0;0;0
