city;coordinateNumber;nameImpurity;1June;3June;4June;5June;6June;7June;8June;10June;11June;12June;13June;14June;15June;17June;18June;19June;20June;21June;22June;24June;25June;26June;27June;28June;29June
Полтава;4963460;Сульфати;0;0;0,005;0,005;0;0;0;0;0;0;0;0;0;0,005;0;0;0;0,005;0;0,005;0;0,005;0;0;0
Полтава;4963460;Оксид вуглецю;2,625;3,111111111;1,222222222;2,444444444;1,666666667;2,777777778;2;2,777777778;2,666666667;1,888888889;2,222222222;2,111111111;2,125;1,666666667;2;2,888888889;2,222222222;2,111111111;4,375;0,777777778;1,555555556;3,111111111;2,666666667;5;2,25
Полтава;4963460;Дiоксид азоту;0,044375;0,0625;0,04125;0,035625;0,04125;0,044375;0,048125;0,074166667;0,056875;0,045;0,03875;0,0425;0,0325;0,04;0,0325;0,05625;0,048125;0,029375;0,048125;0,038333333;0,031875;0,036875;0,035625;0,045;0,053125
Полтава;4963460;Оксид азоту;0,02;0,036666667;0,0275;0,02;0,02;0,0175;0,03;0,033333333;0,0375;0,025;0,02;0,025;0,01;0,016666667;0,03;0,0325;0,0225;0,0175;0,035;0,02;0,015;0,02;0,015;0,03;0,03
Полтава;4963460;Фтористий водень;0,002625;0,006;0,003875;0,0015;0,00225;0,003;0,002;0,006333333;0,00375;0,004;0,001875;0,00225;0,00075;0,003;0,0025;0,00425;0,00225;0,00175;0,003;0,0015;0,00225;0,00225;0,002625;0,003375;0,00475
Полтава;4963460;Хлористий водень;0,025;0,05;0,03;0,025;0,025;0,03;0,035;0,053333333;0,0475;0,04;0,025;0,025;0,015;0,026666667;0,0325;0,0575;0,025;0,02;0,035;0,026666667;0,02;0,015;0,03;0,0425;0,055
Полтава;4963460;Амiак;0,015;0,023333333;0,02;0,01;0,0125;0,0225;0,02;0,036666667;0,025;0,02;0,02;0,0125;0,0125;0,013333333;0,015;0,025;0,015;0,015;0,0225;0,013333333;0,015;0,0125;0,015;0,02;0,0225
Полтава;4963460;Формальдегiд;0,007833333;0,015111111;0,008083333;0,005833333;0,005166667;0,0085;0,009166667;0,016888889;0,011;0,01;0,008666667;0,005833333;0,003;0,004777778;0,004416667;0,017333333;0,003666667;0,00375;0,0105;0,004888889;0,004333333;0,006583333;0,005;0,011416667;0,010833333
Кременчук;4813330;Завислі речовини;0,10375;0,12;0,16;0,104;0,15;0,16875;0,1325;0,1575;0,0925;0,11375;0,09;0,105;0,1175;0,136666667;0,12;0,11;0,083333333;0,063333333;0,071666667;0,078333333;0,07;0,098;0,088333333;0,14;0,126666667
Кременчук;4813330;Дiоксид сiрки;0,00948125;0,008813333;0,0090375;0,008861538;0,006573333;0,00775625;0,0120625;0,00905625;0,00784375;0,01026875;0,00905625;0,00751875;0,006175;0,005683333;0,005375;0,011863636;0,008416667;0,006375;0,007975;0,007216667;0,008327273;0,006481818;0,005041667;0,008675;0,008033333
Кременчук;4813330;Сульфати;0,005;0,005;0,005;0,01;0;0;0,01;0,005;0;0,01;0,01;0,005;0,01;0,005;0,01;0,01;0;0;0,005;0,01;0;0,005;0,005;0,005;0
Кременчук;4813330;Оксид вуглецю;1,225;0,85;0,6875;0,44;0,9625;0,9;0,925;0,9875;0,9625;0,7;0,6;0,9625;1,525;0,8;0,6;0,883333333;0,95;1,083333333;1;0,733333333;0,766666667;0,616666667;0,566666667;1,3;1,483333333
Кременчук;4813330;Дiоксид азоту;0,0392125;0,046866667;0,046525;0,039646154;0,04602;0,04805;0,05061875;0,03920625;0,0340625;0,041375;0,03634375;0,03618125;0,036925;0,033241667;0,026816667;0,033772727;0,032116667;0,02905;0,03945;0,033675;0,029990909;0,024690909;0,021658333;0,038241667;0,036808333
Кременчук;4813330;Оксид азоту;0,04155;0,038975;0,044075;0,044333333;0,035425;0,037275;0,04135;0,03915;0,037225;0,0394;0,028;0,023575;0,02925;0,019725;0,0245;0,028275;0,028825;0,0241;0,03135;0,032225;0,0329;0,0245;0,027575;0,03695;0,04105
Кременчук;4813330;Фенол;0,001608333;0,000736364;0,000691667;0,00124;0,000772727;0,0005;0,000658333;0,000966667;0,000425;0,001016667;0,000183333;0,000833333;0,000616667;0,0003375;0,0003875;0,000214286;0,0013375;0,0023;0,001125;0,0014;0,0023;0,001471429;0,001725;0,00085;0,0022625
Кременчук;4813330;Сажа;0,01095;0,012275;0,00545;0,0018;0,013675;0,015;0,0136;0,006875;0,00415;0,004125;0,006775;0,01095;0,013575;0,00825;0,01095;0,00825;0,00275;0,0054;0,00275;0,0027;0;0,0055;0,0082;0;0,0055
Кременчук;4813330;Амiак;0,00755;0,008875;0,0065;0,004666667;0,001825;0,00295;0,008125;0,001075;0,004225;0,004175;0,004;0,005975;0,005275;0,00455;0,008875;0,007125;0,007225;0,006825;0,0059;0,0051;0,00555;0,006;0,004675;0,0048;0,001825
Кременчук;4813330;Формальдегiд;0,00771;0,0132;0,01193;0,010214286;0,00831;0,00863;0,00986;0,01164;0,01026;0,00984;0,01349;0,01201;0,00854;0,0093;0,0162125;0,015625;0,0122125;0,0117375;0,0114875;0,016025;0,01645;0,022657143;0,0142375;0,01215;0,0121875
Рівне;5062620;Завислі речовини;0,05458;0,02174;0,041525;0,045616667;0;0,072966667;0,04384;0;0;0,02186;0;0,02705;0,0268;0,013975;0;0,0547;0;0;0;0,05465;0;0,036133333;0,01405;0,04245;0
Рівне;5062620;Дiоксид сiрки;0;0;0;0,000616667;0,000416667;0;0,000916667;0,001558333;0,006683333;0,006541667;0,000733333;0,00235;0,002433333;0,002891667;0,002;0,001663636;0;0,007166667;0,005972727;0,002433333;0;0,000558333;0;0,000566667;0,001225
