city;coordinateNumber;nameImpurity;1February;2February;3February;5February;6February;7February;8February;9February;10February;11February;12February;13February;14February;15February;16February;17February;19February;20February;21February;22February;23February;24February;26February;27February;28February;29February
Херсон;4673270;Завислі речовини;0;0;null;0;0,025;0;0,025;0,025;null;null;0;0;0;0,05;0;null;0,025;0,025;0,05;0,1;0;null;0,025;0,025;0,075;0,05
Херсон;4673270;Дiоксид сiрки;0,001333333;0,004111111;null;0,003428571;0,004111111;0,002;0,003333333;0,002;null;null;0,002;0,003;0,004888889;0,001333333;0,001333333;null;0;0,002222222;0,001333333;0,000666667;0,002555556;null;0,003571429;0,005;0,003777778;0,002555556
Херсон;4673270;Сульфати;0;0,005;null;0,005;0,015;0;0,015;0;null;null;0,005;0;0;0,005;0,005;null;0,015;0,005;0,015;0,015;0,01;null;0;0;0,005;0,005
Херсон;4673270;Оксид вуглецю;0,142857143;0,142857143;null;0;0,285714286;0,571428571;0,142857143;0,428571429;null;null;0,142857143;0,428571429;0,428571429;0,285714286;0,428571429;null;0,142857143;0,142857143;0,571428571;0,428571429;0,142857143;null;0,428571429;0,571428571;0,142857143;0,142857143
Херсон;4673270;Дiоксид азоту;0,161111111;0,146666667;null;0,172857143;0,158888889;0,168888889;0,173333333;0,193333333;null;null;0,185714286;0,207777778;0,192222222;0,178888889;0,161111111;null;0,141428571;0,162222222;0,172222222;0,181111111;0,145555556;null;0,171428571;0,164444444;0,182222222;0,161111111
Херсон;4673270;Оксид азоту;0,1175;0,1075;null;0,076666667;0,09;0,105;0,0725;0,0775;null;null;0,143333333;0,15;0,1225;0,0675;0,1025;null;0,076666667;0,1225;0,09;0,1;0,0975;null;0,08;0,125;0,11;0,1125
Херсон;4673270;Фенол;0,004111111;0,005333333;null;0,002571429;0,003111111;0,004555556;0,003444444;0,004444444;null;null;0,004285714;0,003555556;0,004333333;0,002666667;0,002222222;null;0,005571429;0,001666667;0,002666667;0,003777778;0,003222222;null;0,005142857;0,003555556;0,005222222;0,004555556
Херсон;4673270;Формальдегiд;0,003444444;0,005888889;null;0,009714286;0,002222222;0,001111111;0,004444444;0,001111111;null;null;0,003142857;0,003333333;0,001111111;0,003333333;0,007555556;null;0,004571429;0,001111111;0,002444444;0,002777778;0,002666667;null;0,004428571;0,003555556;0,002222222;0,001111111
Черкаси;4933200;Завислі речовини;0,05;0,1;0;0,05;0,05;0,166666667;0,068333333;0;0;null;0;0,05;0;0;0,05;0,1;0,1;0,116666667;0,05;0,016666667;0,283333333;0,233333333;0,133333333;0,15;0,15;0,133333333
Черкаси;4933200;Дiоксид сiрки;0,011;0,0108;0,0108;0,0115;0,0111;0,0108;0,0116;0,0101;0,01;null;0,010625;0,0139;0,0133;0,0111;0,0106;0,0101;0,011375;0,0107;0,0105;0,0124;0,0124;0,0123;0,012125;0,0093;0,0112;0,0118
Черкаси;4933200;Сульфати;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;null;0,015;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,015;0,01;0,01;0,01;0,01;0,01
Черкаси;4933200;Оксид вуглецю;1;1,666666667;1,166666667;1;1;1;1;1;1,166666667;null;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1,166666667;1,166666667
Черкаси;4933200;Дiоксид азоту;0,05;0,0275;0,036666667;0,036666667;0,0275;0,026666667;0,030833333;0,04;0,03;null;0,034444444;0,030833333;0,035833333;0,038333333;0,021666667;0,038333333;0,026;0,025;0,029166667;0,030833333;0,0475;0,025833333;0,028888889;0,038333333;0,026666667;0,025833333
Черкаси;4933200;Оксид азоту;0,03;0,0275;0,0225;0,013333333;0,015;0,0225;0,0125;0,025;0,03;null;0,033333333;0,06;0,05;0,015;0,0175;0,0225;0,04;0,0175;0,0475;0,025;0,03;0,0425;0,016666667;0,02;0,045;0,025
Черкаси;4933200;Сiрководень;0,001083333;0,001666667;0,001583333;0,002;0,001916667;0,002;0,002083333;0,001916667;0,001916667;null;0,001888889;0,001583333;0,001083333;0,0015;0,001333333;0,001666667;0,001888889;0,001833333;0,001833333;0,001083333;0,001666667;0,002;0,001555556;0,001916667;0,001583333;0,001583333
Черкаси;4933200;Амiак;0,049166667;0,040833333;0,0375;0,031111111;0,035833333;0,035833333;0,048333333;0,0375;0,020833333;null;0,043333333;0,035833333;0,034166667;0,033333333;0,034166667;0,04;0,036666667;0,035833333;0,033333333;0,03;0,030833333;0,040833333;0,028888889;0,0275;0,034166667;0,024166667
Черкаси;4933200;Формальдегiд;0,00375;0,0025;0,00625;0,006666667;0,00675;0,00725;0,006;0,002;0,00625;null;0,003333333;0,005;0,005;0,003;0,005;0,00625;0,008666667;0,006;0,00425;0,00275;0,00475;0,005;0,005666667;0,00425;0,00375;0,00725
Чернівці;4832590;Завислі речовини;0,05;0,016666667;0,05;0,033333333;0,016666667;0;0;0,033333333;0,05;null;0,033333333;0,033333333;0,033333333;0,033333333;0,025;0;0;0;0;0;0,02;0,033333333;0,033333333;0,033333333;0,033333333;0,033333333
Чернівці;4832590;Дiоксид сiрки;0,001008333;0,001525;0,000908333;0,000641667;0,001425;0,00155;0,002066667;0,002233333;0,001058333;null;0,001066667;0,0039;0,00255;0,003425;0,0045125;0,002075;0,001875;0,0034375;0,00305;0,0013625;0,00187;0,00235;0,001575;0,001175;0,001008333;0,001941667
Чернівці;4832590;Оксид вуглецю;1,166666667;0,166666667;0,333333333;0;0,333333333;0,333333333;0;0,333333333;0,166666667;null;0,833333333;0;0;0,166666667;0;0;0;0,25;0,5;0,25;0,2;0,5;0;0;0;0
Чернівці;4832590;Дiоксид азоту;0,034466667;0,024258333;0,032008333;0,026925;0,01945;0,0093;0,014183333;0,029616667;0,041866667;null;0,035908333;0,017458333;0,014658333;0,016758333;0,02335;0,0319875;0,041475;0,0169125;0,020975;0,0156625;0,02549;0,015583333;0,015416667;0,016216667;0,014658333;0,012016667
Чернівці;4832590;Оксид азоту;0,000675;0,0052;0,0052;0,0153;0,009325;0,0011;0;0,004025;0,0087;null;0,0018;0,010325;0,0017;0,0045;0,006575;0,0228;0,016225;0,00705;0,0017;0;0,001075;0,00675;0,0043;0;0,001075;0,00035
Чернівці;4832590;Фенол;0,000425;0,0016;0,001075;0,0118;0,00445;0,005;0,0022;0,00195;0,00325;null;0,000925;0,00395;0,00115;0,002275;0;0,00095;0,0021;0,0015;0,001075;0,000275;0,0016;0,000175;0,001075;0,0036;0,004425;0,0057
Чернівці;4832590;Фтористий водень;0;0;0;0;0;0,0001;0;0;0;null;0;0;0;0;0;0;0;0;0;0,000375;0;0;0;0;0;0
Чернівці;4832590;Хлористий водень;0,189375;0,0382;0,0483;0;0,055175;0;0,0525;0,12825;0,134725;null;0,06585;0,098725;0,025975;0,1216;0,01375;0,010575;0,135275;0,10965;0,064525;0,04725;0,161125;0;0,106425;0,0168;0,029625;0,17575
Чернівці;4832590;Формальдегiд;0,00105;0,001225;0,0007125;0,00225;0,0043375;0,0028;0,0016875;0,001075;0;null;0,0028;0,00345;0,00185;0,0010625;0,00105;0,000175;0;0,000875;0,001575;0,000525;0,000116667;0,0006375;0,000825;0,000875;0,0007875;0
Ізмаїл;4542880;Завислі речовини;0,03;0,085000153;0,07;0,13;0,1;0,085;0,07;0,065;0,05;null;0,100000153;0,03;0,115000153;0,145;0,100000305;0,05;0,1;0,07;0,05;0,08;0,085;0,085;0,05;0,05;0,07;0,05
Ізмаїл;4542880;Дiоксид сiрки;0,018200006;0,018125055;0,01775006;0,02996674;0,017175;0,02525;0,016850023;0,024625031;0,025250067;null;0,020300053;0,01505;0,02635004;0,020750079;0,013600034;0,016200002;0,021200079;0,01315;0,02315;0,0234;0,02895;0,01577504;0,03120002;0,023325015;0,019150055;0,019575
Ізмаїл;4542880;Сульфати;0;0,01;0,005;0,015;0,015;0,005;0,005;0,005;0;null;0,01;0;0,01;0,015;0,01;0;0,01;0,01;0,005;0,005;0,005;0,005;0,005;0,005;0,01;0
Ізмаїл;4542880;Оксид вуглецю;0,83000061;1,080001221;0,840001221;0,790002441;0,955001526;0,920001526;1,110001526;1;0,78;null;0,75;0,805;0,745;0,770001221;0,900002747;0,53500061;0,825;0,76;0,88;1,025;0,87;0,980001526;0,64000061;0,915;0,900001221;1,175001526
Ізмаїл;4542880;Дiоксид азоту;0,054275;0,043925;0,051075119;0,044566667;0,057450061;0,040950116;0,065050092;0,060425;0,039500174;null;0,068966772;0,047350081;0,061575;0,04585011;0,063125061;0,04575004;0,060633333;0,05357514;0,06305002;0,049975171;0,0531;0,046950107;0,069566789;0,056625;0,059775061;0,0414
Ізмаїл;4542880;Сiрководень;0,00095;0,001975;0,001550002;0,002066667;0,001500001;0,001100002;0,001800001;0,00185;0,000950002;null;0,001033333;0,001225002;0,002;0,001250002;0,000875;0,0013;0,001633335;0,001725001;0,001925003;0,000575001;0,001675002;0,001625002;0,001700001;0,001425;0,00135;0,0012
Ізмаїл;4542880;Формальдегiд;0,001350002;0,0007;0,00135;0,0007;0,002100006;0;0,0014;0,001400002;0,0018;null;0,002100003;0;0,00105;0,0027;0,001;0,002000002;0;0,002000003;0,001700003;0,00135;0,0007;0,00035;0,027500159;0,001000002;0;0,002000003
Біла Церква;4983020;Завислі речовини;0,07725;0,07675;0,06875;0,07;0,0615;0,0715;0,06075;0,068;0,0855;null;0,0705;0,06975;0,06075;0,0595;0,0765;0,07575;0,109;0,06725;0,08525;0,06925;0,08675;0,07875;0,0695;0,06775;0,07775;0,07725
Біла Церква;4983020;Дiоксид сiрки;0,026325;0,02995;0,0259375;0,03605;0,03285;0,0285;0,0282375;0,0675375;0,0267;null;0,0291875;0,0305375;0,030725;0,0290625;0,03255;0,033575;0,0306;0,0293875;0,032925;0,0266625;0,0337625;0,02915;0,0328;0,0294125;0,0386875;0,0280375
Біла Церква;4983020;Оксид вуглецю;0,9;0,8;0,8;0,95;0,85;0,75;0,95;1,05;0,85;null;0,95;0,95;0,75;0,95;1,075;0,85;0,875;0,85;0,9;1,025;1,025;0,925;0,9;0,925;0,95;0,9
Біла Церква;4983020;Дiоксид азоту;0,0818875;0,0891375;0,0903625;0,076325;0,0885125;0,091875;0,087475;0,0805875;0,0821375;null;0,0924875;0,097975;0,0926375;0,095175;0,110375;0,0958625;0,0921;0,0803875;0,093775;0,08255;0,099275;0,0883;0,0961875;0,1035125;0,0816875;0,0881125
Слов'янськ;4883760;Завислі речовини;0,1;0,05;0,15;0,1;0,1;0,15;0,05;0;0,1;null;0,1;0,1;0,15;0,1;0,1;0,1;0,2;0,2;0,25;0,2;0,2;0,25;0,1;0,15;0,1;0,2
Слов'янськ;4883760;Дiоксид сiрки;0,0009;0,00185;0,0018;0,0015;0,00095;0,00295;0,00165;0,0011;0,00185;null;0,00055;0,0009;0,0002;0,00125;0,0009;0,0002;0,0016;0,00215;0,00305;0,00165;0,002;0,0011;0,0009;0,0013;0,00195;0,00165
Слов'янськ;4883760;Оксид вуглецю;1;1;1;1;1,5;1;1,5;1;1;null;1,5;1;1,5;1;1;1,5;1;1,5;1;1,5;0,5;1;2,5;0,5;0,5;1,5
Слов'янськ;4883760;Дiоксид азоту;0,04545;0,0486;0,04675;0,03705;0,02795;0,036;0,01165;0,0327;0,04305;null;0,06345;0,01545;0,11045;0,0432;0,0631;0,0244;0,07775;0,05765;0,04785;0,05825;0,0918;0,06615;0,0568;0,0672;0,06805;0,09115
Слов'янськ;4883760;Фенол;0,0019;0,0022;0,00555;0,0032;0,00405;0,00075;0,00935;0,0113;0,0061;null;0,0016;0,00475;0,00205;0,00175;0,0027;0,0028;0,00305;0,0023;0,0029;0,0022;0,00325;0,0011;0,0028;0,0017;0,00135;0,0024
Слов'янськ;4883760;Фтористий водень;0;0,0102;0,0111;0,00725;0,01525;0,00955;0,00985;0,01065;0,0054;null;0,0099;0,0072;0,00435;0,0064;0,00925;0,00865;0,00365;0,00475;0,0025;0,00785;0,0152;0,0109;0,0034;0,0014;0,0065;0,00115
Слов'янськ;4883760;Формальдегiд;0,00205;0,00885;0,0027;0,0015;0,00845;0,01015;0,0033;0,0003;0,003;null;0,00455;0,0018;0,0051;0,0041;0,0026;0,00175;0,00205;0,00205;0,00175;0,00555;0,00295;0,0018;0,00115;0;0,0012;0,0012
Олександрія;4843230;Завислі речовини;0,2;0,25;0,15;0,15;0,15;0,2;0,15;0,15;0,15;null;0,15;0,15;0,3;0,15;0,25;0,25;0,25;0,1;0,2;0,3;0,2;0,2;0,2;0,25;0,3;0,15
Олександрія;4843230;Дiоксид сiрки;0,017;0,021425;0,017225;0,0259;0,014825;0,023;0,01895;0,0208;0,01485;null;0,022266667;0,01285;0,0144;0,0276;0,0185;0,016875;0,022066667;0,016975;0,014125;0,0137;0,018625;0,023125;0,016166667;0,021725;0,022175;0,014875
Олександрія;4843230;Сульфати;0,005;0,005;0,005;0,005;0,005;0,01;0;0,015;0,005;null;0;0,01;0,01;0,005;0,005;0;0,01;0;0;0,005;0,005;0,015;0,005;0,005;0,005;0,005
Олександрія;4843230;Дiоксид азоту;0,024525;0,035375;0,024275;0,023633333;0,033;0,027675;0,025525;0,030825;0,0183;null;0,023866667;0,036275;0,0219;0,036675;0,026725;0,02495;0,028666667;0,02815;0,021525;0,023875;0,035975;0,0336;0,018333333;0,0275;0,0232;0,033375
Олександрія;4843230;Сажа;0,125;0,08;0,07;0,055;0,07;0,115;0,05;0,035;0,045;null;0,035;0,035;0,065;0,07;0,035;0,065;0,035;0,035;0,065;0,045;0,045;0,06;0,035;0,045;0,065;0,06
Горішні Плавні;4903360;Завислі речовини;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Горішні Плавні;4903360;Дiоксид сiрки;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Горішні Плавні;4903360;Оксид вуглецю;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Горішні Плавні;4903360;Дiоксид азоту;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Горішні Плавні;4903360;Фенол;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Горішні Плавні;4903360;Сажа;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Горішні Плавні;4903360;Хлористий водень;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Горішні Плавні;4903360;Амiак;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Бровари;5053080;Завислі речовини;0,0515;0,0685;0,052;0,035;0,0695;0,0355;0,0345;0,068;0,051;null;0,052;0,035;0,0685;0,051;0,034;0,0505;0,05;0,0505;0,0515;0,0345;0,0525;0,0345;0,051;0,051;0,051;0,068
Бровари;5053080;Дiоксид сiрки;0,0398;0,0384;0,036225;0,036075;0,040175;0,03365;0,0344;0,03845;0,03765;null;0,038975;0,009325;0,04205;0,03465;0,034875;0,03695;0,040725;0,039775;0,04195;0,045325;0,037125;0,04225;0,035925;0,0348;0,035225;0,03345
Бровари;5053080;Оксид вуглецю;0,5;0,4;0,4;0,45;0,35;0,35;0,4;0,3;0,35;null;0,3;0,3;0,35;0,35;0,35;0,4;0,35;0,35;0,3;0,4;0,3;0,3;0,35;0,3;0,35;0,45
Бровари;5053080;Дiоксид азоту;0,073575;0,07735;0,071125;0,07025;0,0774;0,06145;0,065675;0,0785;0,074075;null;0,0731;0,019325;0,0772;0,0658;0,0776;0,0701;0,076825;0,0754;0,08;0,086325;0,066925;0,080775;0,069175;0,0655;0,070475;0,064725
Обухів;5013060;Завислі речовини;0,051;0,0675;0,034;0,052;0,052;0,0365;0,051;0,034;0,1025;null;0,0695;0,0525;0,0515;0,068;0,034;0,067;0,033;0,05;0,051;0,085;0,034;0,1035;0,068;0,0335;0,0845;0,034
Обухів;5013060;Дiоксид сiрки;0,027725;0,031525;0,0254;0,032325;0,0326;0,028025;0,023325;0,023975;0,026;null;0,0318;0,034325;0,03135;0,030025;0,0239;0,0197;0,0216;0,0242;0,02595;0,031975;0,037775;0,045525;0,0391;0,033425;0,0289;0,03325
Обухів;5013060;Оксид вуглецю;0,15;0,15;0,2;0,15;0,15;0,05;0,15;0,1;0,15;null;0,15;0,2;0,15;0,2;0,1;0,15;0,15;0,15;0,05;0,1;0,15;0,15;0,05;0,15;0,05;0,05
Обухів;5013060;Дiоксид азоту;0,049325;0,052275;0,04185;0,0511;0,053375;0,044175;0,036725;0,0352;0,039025;null;0,05655;0,0505;0,0496;0,05235;0,039475;0,0364;0,037525;0,0412;0,0415;0,047475;0,056125;0,07475;0,065025;0,054075;0,0426;0,050725
Українка;5023080;Завислі речовини;0,0505;0,051;0,0345;0,0505;0,0345;0,0685;0,034;0,067;0,0345;null;0,0525;0,0675;0,034;0,034;0,034;0,051;0,0495;0,0495;0,034;0,0515;0,0515;0,0345;0,034;0,051;0,0515;0,0505
Українка;5023081;Дiоксид сiрки;0,03295;0,040125;0,0437;0,050075;0,04735;0,039725;0,039;0,03615;0,05105;null;0,0357;0,055025;0,0496;0,041825;0,05365;0,049775;0,0361;0,04895;0,05605;0,055975;0,062475;0,04765;0,0502;0,057275;0,0541;0,05845
Українка;5023082;Оксид вуглецю;0,89;0,7;0,59;0,61;0,58;0,61;0,775;0,595;0,57;null;0,715;0,785;0,63;0,765;0,865;0,825;0,94;0,785;0,67;0,755;0,73;0,81;0,715;0,87;0,865;0,935
Українка;5023083;Дiоксид азоту;0,064275;0,0703;0,0892;0,095025;0,0827;0,071775;0,085875;0,072725;0,08165;null;0,090375;0,0792;0,081175;0,074825;0,08645;0,08565;0,070325;0,070975;0,08;0,1001;0,082725;0,0725;0,092625;0,08195;0,089625;0,091
Житомир;5022870;Завислі речовини;0,0765;0,09425;0,0785;0,0965;0,09625;0,09775;0,07775;0,0685;0,1035;null;0,0965;0,0785;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Житомир;5022871;Дiоксид сiрки;0,03455;0,0364;0,0377625;0,034725;0,0360875;0,0388125;0,0370375;0,0362375;0,0362875;null;0,036225;0,0377125;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Житомир;5022872;Оксид вуглецю;0,6075;0,5925;0,5175;0,575;0,5725;0,575;0,61;0,6175;0,6325;null;0,5975;0,655;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Житомир;5022873;Дiоксид азоту;0,0987375;0,1020125;0,098875;0,1013875;0,0921375;0,098975;0,0947625;0,103775;0,1019125;null;0,1068375;0,0986375;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Чернігів;5143130;Завислі речовини;0,06375;0,0895;0,104;0,09125;0,10275;0,1055;0,076;0,07575;0,1015;null;0,07775;0,10375;0,1285;0,1015;0,08825;0,1;0,07425;0,2225;0,0765;0,08975;0,0905;0,07725;0,07625;0,11325;0,0755;0,08925
Чернігів;5143131;Дiоксид сiрки;0,042925;0,03975;0,0429625;0,0466875;0,0407875;0,0453125;0,0443625;0,040175;0,0463625;null;0,0461375;0,041975;0,0435375;0,041725;0,0413;0,041625;0,0457625;0,0447375;0,0402875;0,0442875;0,0455875;0,04305;0,0462125;0,04255;0,0433875;0,0459375
Чернігів;5143132;Оксид вуглецю;0,43;0,3875;0,3525;0,41;0,4075;0,4075;0,355;0,41;0,43;null;0,44;0,495;0,375;0,38;0,3825;0,4175;0,44;0,4425;0,38;0,375;0,375;0,375;0,405;0,425;0,3475;0,325
Чернігів;5143133;Дiоксид азоту;0,075425;0,0657375;0,07905;0,0609625;0,0774375;0,071275;0,072175;0,077975;0,0803875;null;0,0660625;0,072125;0,0782875;0,0812875;0,0826375;0,078975;0,0671125;0,063;0,0702875;0,060425;0,07385;0,06555;0,0699375;0,0714;0,06765;0,075575
