city;coordinateNumber;nameImpurity;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31
Запоріжжя;4793510;Сiрководень;0,003681818;0,003172727;0,003227273;null;0,003933333;0,003690909;0,002663636;0,003881818;0,003054545;0,003881818;null;0,0034;0,003727273;0,003845455;0,003663636;0,003118182;0,003945455;null;0,003588889;0,003827273;0,003645455;0,004445455;0,004318182;0,003445455;null;0,003488889;0,003345455;0,002872727;0,003018182;0,005290909;0,006036364
Запоріжжя;4793510;Фенол;0,00597;0,00734;0,00582;null;0,007244444;0,00596;0,00506;0,0068;0,00575;0,006;null;0,005877778;0,00755;0,00494;0,00515;0,00583;0,00565;null;0,005622222;0,00502;0,00533;0,00728;0,00602;0,00537;null;0,006466667;0,00652;0,00623;0,00608;0,00739;0,00698
Запоріжжя;4793510;Фтористий водень;0,000425;0,0003;0,00055;null;0,000566667;0;0,0003;0;0;0;null;0;0;0;0;0;0,000575;null;0;0,00015;0;0;0;0;null;0;0,000425;0,000425;0,0003;0,000425;0,000425
Запоріжжя;4793510;Хлористий водень;0,052825;0,050925;0,0494375;null;0,052233333;0,04725;0,0556625;0,047175;0,0496;0,0500875;null;0,0444;0,051825;0,0427;0,0414;0,0429375;0,047525;null;0,0482;0,0433375;0,0443;0,044725;0,04495;0,04535;null;0,046083333;0,0426375;0,04735;0,0461625;0,042575;0,0663625
Запоріжжя;4793510;Формальдегiд;0,006225;0,003975;0,00395;null;0,0076;0,006925;0,006075;0,00585;0,006025;0,0066;null;0,0071;0,00515;0,006875;0,00705;0,006525;0,008225;null;0,006933333;0,005575;0,006375;0,006075;0,007025;0,006175;null;0,006833333;0,007275;0,006625;0,00695;0,00685;0,006375
Івано-Франківськ;4892470;Завислі речовини;0,15;0,14;0,11;null;0,145;0,11;0,145;0,145;0,135;0,145;null;0,1;0,145;0,11;0,15;0,14;0,14;null;0,11;0,1;0,15;0,14;0,11;0,145;null;0,135;0,105;0,08;0,11;0,14;0,15
Івано-Франківськ;4892470;Дiоксид сiрки;0,003175;0,0039;0,0032;null;0,003125;0,002725;0,005025;0,00345;0,0038;0,004975;null;0,0146;0,00885;0,005075;0,005825;0,00615;0,005125;null;0,0066;0,006675;0,02015;0,006375;0,0055;0,00465;null;0,005525;0,006275;0,0059;0,0055;0,00635;0,0068
Івано-Франківськ;4892470;Оксид вуглецю;1,85;1,65;1,35;null;2;1,3;1,8;1,8;1,7;2;null;1,3;1,8;1,35;2;1,75;1,75;null;1,35;1,55;2;1,8;1,25;1,95;null;1,8;1,5;0,95;1,35;1,65;1,85
Івано-Франківськ;4892470;Дiоксид азоту;0,041875;0,0369;0,057;null;0,051275;0,038875;0,03935;0,0408;0,043125;0,0323;null;0,03895;0,04055;0,0369;0,036825;0,03735;0,0424;null;0,029575;0,033025;0,0317;0,0336;0,03165;0,0326;null;0,037;0,034425;0,040475;0,0338;0,03825;0,053975
Івано-Франківськ;4892470;Оксид азоту;0,02925;0,02695;0,038925;null;0,034225;0,02705;0,02845;0,028175;0,031075;0,022625;null;0,026625;0,027275;0,02625;0,024675;0,0261;0,02995;null;0,02325;0,020475;0,0235;0,023925;0,022325;0,02395;null;0,025925;0,024025;0,0273;0,024775;0,026375;0,029675
