city;coordinateNumber;nameImpurity;1December;2December;3December;4December;5December;6December;7December;8December;9December;10December;11December;12December;13December;14December;15December;16December;17December;18December;20December;21December;22December;23December;24December;25December;27December;28December;29December;30December;31December
Хмельницький;4942690;Хлористий водень;0,051325;0,033875;0,034725;0,0311;;0,040575;0,0423;0,047175;0,031575;0,0328;0,031925;;0,0354;0,02155;0,02065;0,03685;0,039125;0,035525;0,045725;0,043275;0,0387;0,0834;0,08365;0,035275;0,04175;0,02965;0,022375;0,0388;0,037975
Хмельницький;4942690;Амiак;0,005475;0,005525;0,006875;0,007075;;0,00635;0,007925;0,00715;0,0084;0,007625;0,00915;;0,00725;0,007775;0,005675;0,004075;0,00685;0,0069;0,0057;0,005425;0,00755;0,006225;0,0044;0,004925;0,0052;0,004475;0,0042;0,003875;0,0042
Хмельницький;4942690;Формальдегiд;0,0011;0,000983333;0,000833333;0,000966667;;0,001083333;0,0011;0,001516667;0,001633333;0,00185;0,001216667;;0,001966667;0,0011;0,00095;0,001416667;0,001183333;0,000833333;0,001366667;0,001716667;0,00185;0,00135;0,001083333;0,000966667;0,001716667;0,001583333;0,001216667;0,001083333;0,001333333
Херсон;4673270;Завислі речовини;;0,025;0,05;;;0,05;0,125;0,075;0,025;0,1;;;0,025;0,05;0,025;0,025;0;;0;0,025;0;0,05;0,025;;0,075;0,025;0,025;0,05;0,05
Херсон;4673270;Дiоксид сiрки;;0,001333333;0;;;0,003833333;0,003;0,0165;0,00325;0,003;;;0,0095;0,00175;0,003375;0,004875;0,002625;;0,001333333;0,004125;0,002625;0,00175;0,006875;;0,007333333;0,005625;0,00125;0,000875;0
Херсон;4673270;Сульфати;;0;0;;;0;0,005;0,005;0,005;0,015;;;0,01;0;0,005;0;0;;0;0,005;0;0;0,005;;0,01;0;0;0,005;0
Херсон;4673270;Оксид вуглецю;1,08;0,244;0,201666667;;;0,27;0,318333333;0,25;0,285;0,18;;;0,483333333;0,266666667;0,383333333;0,346666667;0,483333333;;0,458333333;0,5;0,435;0,525;0,313333333;;0,326666667;0,281666667;0,245;0,24;0,286666667
Херсон;4673270;Дiоксид азоту;;0,203333333;0,195;;;0,175;0,2375;0,23375;0,2325;0,24875;;;0,226666667;0,16625;0,18;0,1725;0,21875;;0,225;0,25625;0,2075;0,20875;0,21;;0,256666667;0,29625;0,29125;0,205;0,22125
Херсон;4673270;Оксид азоту;;0,153333333;0,13;;;0,116666667;0,135;0,1775;0,1425;0,175;;;0,13;0,1275;0,115;0,1225;0,1225;;0,173333333;0,14;0,1075;0,105;0,1225;;0,163333333;0,1775;0,175;0,14;0,145
Херсон;4673270;Фенол;;0,0035;0,006;;;0,0025;0,01375;0,010875;0,00775;0,008375;;;0,002833333;0,00625;0,00625;0,003125;0,004;;0,006833333;0,004125;0,002125;0,0055;0,0115;;0,004666667;0,0065;0,006;0,002625;0,0065
Херсон;4673270;Формальдегiд;;0,003;0,0055;;;0,006666667;0,00475;0;0;0,00625;;;0,010666667;0,00675;0,003;0,00425;0,0015;;0,001666667;0,004;0,005;0,006;0,0035;;0,005;0;0,003;0,0015;0,0015
Черкаси;4933200;Завислі речовини;0,1;0,2;0,15;0,1;;0,1;0,1;0,035;0,1;0,05;0;;0,1;0,15;0,1;0,1;0;0,1;0,1;0,1;0,016666667;0;0;0,05;0,1;0,1;0,15;0,05;0
Черкаси;4933200;Дiоксид сiрки;0,022;0,0214;0,0215;0,0212;;0,02075;0,021;0,022;0,0222;0,0213;0,021;;0,0225;0,0211;0,0233;0,0223;0,0207;0,0219;0,02125;0,0203;0,0208;0,0211;0,0213;0,0212;0,02175;0,0222;0,023;0,0241;0,0217
Черкаси;4933200;Сульфати;0,01;0,01;0,01;0,01;;0,015;0,015;0,01;0,015;0,015;0,015;;0,01;0,01;0,01;0,015;0,01;0,01;0,01;0,01;0,01;0,015;0,015;0,01;0,01;0,015;0,01;0,015;0,015
Черкаси;4933200;Оксид вуглецю;1,166666667;1;1,333333333;1;;1,333333333;2,166666667;1,666666667;1,166666667;1,833333333;1,166666667;;1;1;1;1;1;1;1;1;1,666666667;2;1,833333333;1,333333333;1,166666667;1;1,333333333;2,5;1,5
Черкаси;4933200;Дiоксид азоту;0,036666667;0,03;0,0325;0,035;;0,034444444;0,030833333;0,033333333;0,034166667;0,03;0,035833333;;0,044444444;0,038333333;0,031666667;0,028333333;0,0275;0,033333333;0,03;0,03;0,033333333;0,029166667;0,035;0,033333333;0,038888889;0,035;0,035833333;0,035833333;0,04
Черкаси;4933200;Оксид азоту;0,02;0,02;0,0275;0,0275;;0,016666667;0,02;0,025;0,025;0,0175;0,0225;;0,023333333;0,025;0,0225;0,0225;0,025;0,025;0,02;0,035;0,03;0,0225;0,035;0,02;0,02;0,0275;0,035;0,0225;0,03
Черкаси;4933200;Сiрководень;0,001916667;0,001666667;0,002166667;0,00225;;0,001888889;0,001916667;0,002;0,001916667;0,0015;0,002;;0,002;0,002;0,002;0,002;0,00225;0,002;0,002111111;0,002083333;0,001916667;0,002166667;0,002416667;0,002;0,002;0,002;0,002083333;0,001916667;0,00225
Черкаси;4933200;Амiак;0,050833333;0,048333333;0,039166667;0,056666667;;0,054444444;0,039166667;0,043333333;0,036666667;0,033333333;0,048333333;;0,043333333;0,040833333;0,055;0,039166667;0,029166667;0,04;0,042222222;0,041666667;0,0425;0,049166667;0,06;0,051666667;0,041111111;0,045;0,0425;0,036666667;0,058333333
Черкаси;4933200;Формальдегiд;0,01125;0,00875;0,00625;0,00575;;0,011;0,00675;0,006;0,0065;0,013;0,0065;;0,007;0,00725;0,0065;0,00975;0,00525;0,0055;0,011;0,01225;0,00575;0,00775;0,0105;0,00875;0,013;0,01;0,01575;0,01425;0,01525
Чернівці;4832590;Завислі речовини;;0,016666667;0,033333333;0,033333333;;0,033333333;;0,033333333;0,016666667;0,016666667;0;;0,016666667;0,033333333;0,05;0,033333333;0,033333333;0,033333333;0,05;0,033333333;0,033333333;0,05;0,05;0;0,016666667;0,05;0,05;0,066666667;0,05
Чернівці;4832590;Дiоксид сiрки;;0,002916667;0,001983333;0,001241667;;0,000744444;;0,001544444;0,001141667;0,002841667;0,002225;;0,0015;0,00135;0,00095;0,001091667;0,000841667;0,000283333;0,000833333;0,000691667;0,0007;0,002383333;0,001125;0,00085;0,0007;0,000708333;0,001991667;0,001708333;0,000991667
Чернівці;4832590;Оксид вуглецю;0;0,1;0,1;0;0;0,142857143;0;0,1;0,2;0,1;0,2;0;0;0,333333333;0,833333333;0,666666667;0,166666667;0,166666667;1;0,333333333;0,5;0,5;0,666666667;0,333333333;0,166666667;0,25;0,7;1,1;0,5
Чернівці;4832590;Дiоксид азоту;0,0361;0,01989;0,01723125;0,01275;0,023825;0,038607692;0,034125;0,034230769;0,03038125;0,01838125;0,0186;0,011925;0,022275;0,022673333;0,027066667;0,021466667;0,023;0,02795;0,034925;0,018708333;0,019158333;0,037675;0,012791667;0,0086;0,018125;0,003357143;0,0131375;0,02495;0,022825
Чернівці;4832590;Оксид азоту;0,015125;0,002133333;0,0034125;0,0053625;0,009925;0,022528571;0,019825;0,019757143;0,0197125;0,00505;0,0044625;0,004225;0,0050875;0,003657143;0,00755;0,00165;0,00165;0,003;0,00065;0,002975;0,00805;0,010775;0,000675;0,0047;0,00065;0,007016667;0,010385714;0,030875;0,0042125
Чернівці;4832591;Озон;;;;;;;;;;;;;;;;;;;;;;;;;;0,02565;0,03165;0,016025;0,025525
Чернівці;4832590;Фенол;;0;0;0;;0,0005;;0,002933333;0,0019;0,00005;0,00055;;0,00075;0,000425;0,0001;0,0015;0,0002;0,000275;0,000275;0;0;0,0007;0;0;0,000775;0,00085;0,002075;0,00145;0,00125
Чернівці;4832590;Фтористий водень;;0;0,0006125;0;;0;;0,00355;0,0000875;0,0012125;0,0012625;;0,0001875;0,000525;0;0,000625;0,0001875;0,0003125;0,00075;0,0000875;0;0;0;0;0;0;0;0,000625;0,000525
Чернівці;4832590;Хлористий водень;;0,07135;0,0572;0,213775;;0,136033333;;0,037733333;0,109725;0,0446;0;;0;0,108925;0;0,0358;0,111825;0,05355;0,025625;0,0797;0,107675;0,143075;0,03075;0;0,09015;0,080025;0,1166;0,06685;0,08
Чернівці;4832590;Формальдегiд;;0;0,003475;0,00085;;0,004266667;;0,003583333;0,00275;0,0005375;0,0001625;;0,00025;0,001075;0,0025875;0,0019625;0,0014875;0,0002625;0,0006875;0,0004375;0,001225;0,002825;0,0025625;0,0002625;0,0015875;0,002125;0,00035;0,0039375;0,0014875
Ізмаїл;4542880;Завислі речовини;0,05;0,065;0,05;0,03;;0,07;0,05;0,065000153;0,05;0,065;0,07;;0,065;0,065000153;0,03;0,05;0,085;0,07;0,07;0,03;0,05;0,05;0,085;0,03;0,065;0,05;0,065;0,1;0,05
Ізмаїл;4542880;Дiоксид сiрки;0,02670002;0,022700034;0,022650023;0,019050018;;0,032100053;0,0243;0,019325;0,024625;0,02435006;0,02285;;0,0238;0,02342502;0,022800095;0,0162;0,022075;0,01850004;0,018575035;0,01925;0,015875;0,0183;0,019000055;0,02760006;0,025833333;0,019000006;0,03245005;0,027425006;0,027875053
Ізмаїл;4542880;Сульфати;0,005;0,005;0,005;0;;0,01;0,005;0,5;0,005;0,005;0,005;;0,005;0,005;0;0,01;0,01;0,01;0,005;0;0,005;0,01;0,01;0;0,01;0,005;0,005;0,01;0,005
Ізмаїл;4542880;Оксид вуглецю;0,535001526;0,41500061;0,650001221;0,53;;0,71;0,77000061;0,58;0,625000305;0,73500061;0,545;;0,63500061;0,675;0,44;0,32;0,535;0,600001526;0,86;0,520000305;0,590000305;0,45;0,78;0,59000061;0,575001221;0,95;0,73;0,66;0,26
Ізмаїл;4542880;Дiоксид азоту;0,054500061;0,055;0,06187514;0,058425;;0,082;0,047;0,059975;0,067200061;0,0577;0,051;;0,067066748;0,064950061;0,059975061;0,05200004;0,06020004;0,064575159;0,066850061;0,054225081;0,059100131;0,071925061;0,056250079;0,063525061;0,0628;0,07015004;0,078650153;0,054525061;0,068400061
Ізмаїл;4542880;Сiрководень;0,0011;0,00105;0,001275001;0,001850001;;0,002066667;0,002050001;0,0009;0,001725003;0,001400002;0,001700002;;0,0016;0,001025001;0,00175;0,001425;0,001400001;0,002225004;0,001525001;0,001375;0,001875002;0,000725001;0,001175;0,00165;0,001733333;0,001525;0,002;0,001425002;0,001225
Ізмаїл;4542880;Формальдегiд;0,0007;0,00205;0,00135;0,002350003;;0,00105;0,001;0,0022;0,00105;0,002100003;0,00205;;0,002000003;0,00035;0,0013;0,001300002;0;0,00265;0,00135;0,002;0,0007;0;0,00205;0,00135;0,001400002;0,0017;0,002400003;0,002050003;0,00235
Біла Церква;4983020;Завислі речовини;0,05975;0,04375;0,06;0,051;;0,052;0,06025;0,061;0,061;0,07;0,051;;0,0665;0,0665;0,059;0,042;0,059;0,06825;0,059;0,067;0,05075;0,068;0,0515;0,051;0,06075;0,04375;0,05175;0,0515;0,0595
Біла Церква;4983020;Дiоксид сiрки;0,0391375;0,03805;0,035325;0,0341625;;0,03045;0,03865;0,0357;0,0342125;0,0430375;0,0399125;;0,0295125;0,0365375;0,038325;0,036;0,0309;0,0387125;0,035675;0,039375;0,0325375;0,0368;0,0378875;0,0437125;0,0429125;0,0298875;0,0360875;0,0415125;0,034575
Біла Церква;4983020;Оксид вуглецю;1,1;1,05;0,775;0,575;;0,575;1,075;1,225;1,275;1,075;0,3;;0,975;0,55;0,575;0,625;0,85;0,925;0,95;1;1,225;1,2;1,325;1,525;1,275;1,125;1,075;1,6;1,375
Біла Церква;4983020;Дiоксид азоту;0,0857875;0,0803625;0,0822;0,0834125;;0,08905;0,0814375;0,07835;0,0884;0,0977;0,0743875;;0,0916375;0,0885125;0,091575;0,0868625;0,0819375;0,0816375;0,0906375;0,0830875;0,087775;0,097125;0,0856625;0,0966;0,0902;0,08305;0,0919875;0,09955;0,1016625
Олександрія;4843230;Завислі речовини;0,25;0,3;0,25;0,15;;0,2;0,15;0,25;0,2;0,25;0,15;;0,15;0,25;0,15;0,3;0,25;0,15;0,2;0,15;0,2;0,25;0,1;0,2;0,25;0,2;0,15;0,2;0,15
Олександрія;4843230;Дiоксид сiрки;0,021125;0,01935;0,014075;0,0228;;0,016633333;0,018775;0,01505;0,02265;0,017875;0,018575;;0,025066667;0,018925;0,0175;0,0194;0,018025;0,026225;0,015366667;0,019375;0,0211;0,015375;0,0213;0,0212;0,016166667;0,01335;0,0201;0,0251;0,0233
Олександрія;4843230;Сульфати;0,005;0,005;0,005;0;;0,01;0,015;0,01;0,005;0,015;0,005;;0;0,005;0,005;0,01;0;0,01;0,01;0;0;0,01;0,01;0,005;0,005;0,01;0;0,01;0,01
Олександрія;4843230;Дiоксид азоту;0,03005;0,024625;0,02665;0,023875;;0,02;0,032975;0,02175;0,019075;0,040075;0,03895;;0,024233333;0,0234;0,02185;0,033225;0,0261;0,033075;0,028766667;0,0218;0,0397;0,02735;0,028675;0,028525;0,023166667;0,0227;0,029825;0,031375;0,039175
Олександрія;4843230;Сажа;0,1;0,065;0,035;0,035;;0,04;0,08;0,045;0,04;0,065;0,035;;0,02;0,02;0,04;0,04;0,04;0,065;0,045;0,04;0,06;0,045;0,07;0,055;0,035;0,075;0,06;0,02;0,04
Горішні Плавні;4903360;Завислі речовини;0,125;0,1;0,075;0,075;;0,075;0,125;0,13;0,1;0,05;0,075;;0,2;0,075;0,15;0,125;0,2;0,175;0,125;0,15;0,075;0,05;0,225;0,1;0,125;0,1;0,05;0,075;0,075
Горішні Плавні;4903360;Дiоксид сiрки;0,00425;0,00705;0,00765;0,0074;;0,00245;0,00185;0,00185;0,0083;0,00685;0,007325;;0,00695;0,006975;0,00825;0,0063;0,0069;0,0045;0,003025;0,004225;0,0018;0,006325;0,003625;0,003325;0,005475;0,007025;0,008025;0,005525;0,007925
Горішні Плавні;4903360;Оксид вуглецю;0,2;0,1;0,2;0,15;;0,15;0,2;0,2;0,25;0,15;0,1;;0,25;0,25;0,15;0,2;0,15;0,15;0,25;0,15;0,2;0,2;0,15;0,2;0,2;0,2;0,2;0,25;0,1
Горішні Плавні;4903360;Дiоксид азоту;0,012075;0,0153;0,0178;0,01915;;0,009775;0,004325;0,004975;0,032475;0,025525;0,032975;;0,029075;0,029625;0,0391;0,028075;0,02825;0,01935;0,0018;0,012;0,0042;0,018725;0,018225;0,017;0,030525;0,028225;0,036875;0,0441;0,0347
Горішні Плавні;4903360;Фенол;0;0,00185;0,0006;0,0006;;0;0,0019;0,0005;0,001;0,0003;0,0015;;0,0004;0,00045;0,0002;0,0008;0,00025;0,00025;0;0;0,0002;0;0;0;0,0005;0,0003;0,0004;0,0009;0,0004
Горішні Плавні;4903360;Сажа;0,00505;0,00765;0,0077;0;;0,0051;0,00775;0;0,00255;0,0026;0;;0,00255;0,0025;0,00255;0,00495;0,0025;0,0025;0,0025;0,01005;0,0075;0,01255;0,0177;0,0152;0,00765;0,00765;0,0051;0,01275;0,00505
Горішні Плавні;4903360;Хлористий водень;0,002833333;0;0,0044;0,003266667;;0,003233333;0;0;0,004233333;0,0029;0,005633333;;0,003266667;0,004166667;0,0034;0;0,005;0;0;0;0;0,0029;0,004266667;0;0;0,003233333;0,0044;0,004166667;0
Горішні Плавні;4903360;Амiак;0,00425;0,011;0,0075;0,0059;;0,00305;0,00185;0,007;0,0109;0,00465;0,0046;;0,00365;0,00305;0,0124;0,00525;0,0054;0,00515;0,0023;0,00665;0,0057;0,00605;0,0079;0,00775;0,01005;0,00395;0,01305;0,00615;0,00425
Бровари;5053080;Завислі речовини;0,052;0,0525;0,034;0,0505;;0,0515;0,0695;0,052;0,0345;0,053;0,034;;0,033;0,05;0,051;0,05;0,0525;0,034;0,0505;0,067;0,034;0,034;0,051;0,0685;0,052;0,035;0,0525;0,0505;0,052
Бровари;5053080;Дiоксид сiрки;0,031975;0,036025;0,035475;0,0347;;0,039;0,040875;0,0327;0,033625;0,050125;0,036025;;0,0417;0,035425;0,0397;0,034675;0,0365;0,035225;0,04045;0,0405;0,043525;0,0469;0,041025;0,04785;0,041325;0,04925;0,04385;0,0466;0,04275
Бровари;5053080;Оксид вуглецю;0,6;0,6;0,6;0,55;;0,55;0,55;0,65;0,65;0,6;0,65;;0,65;0,6;0,65;0,6;0,6;0,7;0,6;0,65;0,65;0,65;0,7;0,65;0,65;0,65;0,6;0,65;0,65
Бровари;5053080;Дiоксид азоту;0,0705;0,0703;0,073025;0,07735;;0,078525;0,066675;0,077875;0,0742;0,08475;0,066375;;0,070375;0,063425;0,066;0,076575;0,067475;0,077275;0,069075;0,070325;0,083625;0,076225;0,0681;0,07775;0,066075;0,0832;0,075175;0,07515;0,074
Обухів;5013060;Завислі речовини;;;;;;;;;;;;;0,0505;0,033;0,067;0,0505;0,0675;0,051;0,034;0,068;0,085;0,085;0,034;0,0685;0,0695;0,0525;0,0525;0,0855;0,0515
Обухів;5013060;Дiоксид сiрки;;;;;;;;;;;;;0,0432;0,050375;0,040875;0,047625;0,041925;0,051825;0,0396;0,0428;0,05165;0,04705;0,03545;0,03925;0,046075;0,0441;0,05385;0,055675;0,0403
Обухів;5013060;Оксид вуглецю;;;;;;;;;;;;;0,6;0,8;0,85;0,8;0,9;0,75;0,95;0,7;0,85;0,75;0,6;0,85;0,9;0,75;0,7;0,95;0,9
Обухів;5013060;Дiоксид азоту;;;;;;;;;;;;;0,06845;0,069525;0,060425;0,07195;0,057275;0,059725;0,06095;0,059775;0,0734;0,063675;0,077;0,05725;0,084325;0,066825;0,059325;0,074975;0,055175
Українка;5023080;Завислі речовини;;;;;;;;;;;;;0,033;0,049;0,0345;0,066;0,067;0,051;0,066;0,047;0,0505;0,034;0,0685;0,051;0,0515;0,051;0,0515;0,051;0,0335
Українка;5023081;Дiоксид сiрки;;;;;;;;;;;;;0,036375;0,042675;0,042825;0,0469;0,0373;0,045375;0,045425;0,044875;0,046425;0,049625;0,04585;0,04495;0,04705;0,056925;0,045425;0,04855;0,04945
Українка;5023082;Оксид вуглецю;;;;;;;;;;;;;0,765;0,75;0,72;0,895;0,855;0,92;0,875;0,79;0,685;0,56;0,92;1,17;0,665;1,04;0,645;0,845;0,845
Українка;5023083;Дiоксид азоту;;;;;;;;;;;;;0,0667;0,089625;0,088025;0,078725;0,088575;0,0965;0,0727;0,0912;0,081025;0,0667;0,091775;0,0719;0,083225;0,08745;0,077025;0,0936;0,087125
Житомир;5022870;Завислі речовини;0,0775;0,0795;0,095;0,0935;;0,076;0,07925;0,09625;0,07825;0,07025;0,086;;0,0755;0,09225;0,0765;0,0755;0,09225;0,0685;0,076;0,0755;0,07675;0,09475;0,0865;0,0775;0,07875;0,07875;0,0705;0,08675;0,0695
Житомир;5022871;Дiоксид сiрки;0,0378625;0,0387375;0,03985;0,036575;;0,037975;0,036925;0,0382;0,038475;0,0384875;0,0369125;;0,0351125;0,0383375;0,0358875;0,036775;0,03585;0,0362;0,037625;0,0360875;0,0352;0,0383;0,038725;0,0358625;0,0347625;0,0399625;0,0355625;0,0393875;0,0359625
Житомир;5022872;Оксид вуглецю;0,595;0,6925;0,815;0,72;;0,6725;0,6675;0,76;0,7975;0,68;0,67;;0,7;0,7725;0,81;0,69;0,615;0,6075;0,715;0,74;0,7475;0,6575;0,775;0,545;0,645;0,5775;0,6725;0,94;0,71
Житомир;5022872;Дiоксид азоту;0,107075;0,100125;0,096825;0,096575;;0,0933875;0,0967875;0,1024;0,1017;0,09915;0,0926;;0,08985;0,0946625;0,0981875;0,086425;0,0948125;0,0885375;0,0987375;0,0949875;0,08725;0,090375;0,0997625;0,0947375;0,0913625;0,1026;0,09305;0,10325;0,1004625
Чернігів;5143130;Завислі речовини;0,09;0,0655;0,11475;0,076;;0,07525;0,08975;0,1165;0,10275;0,0655;0,11475;;0,11175;0,1115;0,151;0,075;0,114;0,12725;0,1265;0,10025;0,1005;0,139;0,127;0,11475;0,10375;0,091;0,078;0,12675;0,0895
Чернігів;5143131;Дiоксид сiрки;0,0444625;0,0416375;0,04095;0,046725;;0,04615;0,0490625;0,0466625;0,0435375;0,0498375;0,0428;;0,0379;0,0433;0,0383625;0,0361125;0,0345375;0,0376375;0,035775;;;0,040175;0,042775;0,0461625;0,042775;0,0456;0,0420875;0,044175;0,0341125
Чернігів;5143132;Оксид вуглецю;0,3225;0,32;0,595;0,3975;;0,3625;0,51;0,5725;0,38;0,37;0,3325;;0,405;0,3;0,4375;0,4825;0,31;0,2975;0,35;0,29;0,34;0,31;0,395;0,3275;0,415;0,365;0,3475;0,6525;0,315
Чернігів;5143133;Дiоксид азоту;0,08565;0,0852125;0,0786625;0,0766375;;0,082225;0,0701875;0,085225;0,0715375;0,0882125;0,0804875;;0,0841;0,0790375;0,0754625;0,071;0,078975;0,0764;0,0829625;;;0,0797375;0,0681;0,074775;0,0870375;0,0863125;0,0791875;0,0776125;0,080375
